precio;currency;localidad;provincia;km;year;marca;title;fecha_visto;modelo
2450000;$;Capital Federal;Capital Federal;80000;2018;toyota;Toyota Etios 1.5 Sedan Xls L18;28/2/2022;Etios
2785000;$;Capital Federal;Capital Federal;80000;2015;toyota;Toyota Corolla 1.8 Xei Cvt Pack 140cv;28/2/2022;Corolla
4495000;$;Tres de febrero;Bs.As. G.B.A. Oeste;80000;2018;toyota;Toyota Hilux 2.4 Cd 150cv 4x2;28/2/2022;Hilux
1750000;$;Tres de febrero;Bs.As. G.B.A. Oeste;80000;2014;toyota;Toyota Etios 1.5 Xls;28/2/2022;Etios
1800000;$;General San Martín;Bs.As. G.B.A. Norte;80000;2014;toyota;Toyota Etios 1.5 Sedan Xls;28/2/2022;Etios
2580000;$;Tigre;Bs.As. G.B.A. Norte;80000;2017;toyota;Toyota Etios 1.5 Xls;28/2/2022;Etios
1000000;$;La Matanza;Bs.As. G.B.A. Oeste;80000;2014;toyota;Toyota Etios 1.5 Sedan X;28/2/2022;Etios
3490000;$;Capital Federal;Capital Federal;80000;2017;fiat;Fiat Toro 2.0 Freedom 4x2;28/2/2022;Toro
1350000;$;Florencio Varela;Bs.As. G.B.A. Sur;80000;2015;fiat;Fiat Palio 1.4 Fire Pack Seg. Top;28/2/2022;Palio
850000;$;Malvinas Argentinas;Bs.As. G.B.A. Norte;80000;2010;fiat;Fiat Uno Base;28/2/2022;Uno
1700000;$;La Matanza;Bs.As. G.B.A. Oeste;80000;2018;fiat;Fiat Mobi 1.0 Easy Pack Top;28/2/2022;Mobi
2088000;$;Vicente López;Bs.As. G.B.A. Norte;80000;2018;fiat;Fiat Cronos 1.3 Gse Drive;28/2/2022;Cronos
4150000;$;Hurlingham;Bs.As. G.B.A. Oeste;80000;2017;fiat;Fiat Toro 2.0 Volcano 4x4 At;28/2/2022;Toro
1900000;$;Capital Federal;Capital Federal;80000;2017;fiat;Fiat Mobi 1.0 Easy;28/2/2022;Mobi
1690000;$;Lomas de Zamora;Bs.As. G.B.A. Sur;80000;2017;fiat;Fiat Mobi 1.0 Easy Pack Top;28/2/2022;Mobi
4850000;$;Avellaneda;Bs.As. G.B.A. Sur;80000;2018;fiat;Fiat Toro 2.0 Volcano 4x4 At;28/2/2022;Toro
1680000;$;Capital Federal;Capital Federal;80000;2017;fiat;Fiat Palio 1.4 Nuevo Attractive 85cv;28/2/2022;Palio
1950000;$;Lanús;Bs.As. G.B.A. Sur;80000;2012;fiat;Fiat 500 1.4 Sport 105cv;28/2/2022;500
1180000;$;Capital Federal;Capital Federal;80000;2014;fiat;Fiat Palio 1.4 Fire;28/2/2022;Palio
2390000;$;Vicente López;Bs.As. G.B.A. Norte;80000;2018;fiat;Fiat Argo 1.8 Precision;28/2/2022;Argo
3580000;$;Berazategui;Bs.As. G.B.A. Sur;80000;2017;fiat;Fiat Toro 2.0 Freedom 4x2;28/2/2022;Toro
1850000;$;La Plata;Bs.As. G.B.A. Sur;80000;2012;fiat;Fiat 500 1.4 Sport 105cv;28/2/2022;500
2000000;$;Capital Federal;Capital Federal;80000;2018;fiat;Fiat Mobi 1.0 Easy;28/2/2022;Mobi
1190000;$;Ezeiza;Bs.As. G.B.A. Sur;80000;2016;fiat;Fiat Palio 1.4 Fire Pack Confort;28/2/2022;Palio
1700000;$;Capital Federal;Capital Federal;80000;2016;fiat;Fiat Palio 1.4 5 P Elx Active;28/2/2022;Palio
3500000;$;Capital Federal;Capital Federal;80000;2017;fiat;Fiat Toro 2.0 Volcano 4x4 At;28/2/2022;Toro
1450000;$;Capital Federal;Capital Federal;80000;2013;fiat;Fiat Siena 1.4 Fire Da;28/2/2022;Siena
2350000;$;Quilmes;Bs.As. G.B.A. Sur;80000;2012;fiat;Fiat 500 1.4 Sport 105cv;28/2/2022;500
1590000;$;Capital Federal;Capital Federal;80000;2013;fiat;Fiat Palio 1.4 Attractive 85cv;28/2/2022;Palio
3799900;$;Pilar;Bs.As. G.B.A. Norte;80000;2013;audi;Audi A3 1.4 T Fsi Stronic Technolo;28/2/2022;A3
3799900;$;Pilar;Bs.As. G.B.A. Norte;80000;2013;audi;Audi A3 Sportback 1.4 Tfsi Stronic 122cv;28/2/2022;A3
3800000;$;Capital Federal;Capital Federal;80000;2015;audi;Audi A3 1.4 Sedan Tfsi Stronic 122cv;28/2/2022;A3
3150000;$;Capital Federal;Capital Federal;80000;2019;citroen;Citroën Berlingo 1.6 Xtr Hdi 92 Am18;28/2/2022;Berlingo
2150000;$;Capital Federal;Capital Federal;80000;2017;citroen;Citroën C-elysée 1.6 Feel Hdi 92;28/2/2022;C-Elysée
2750000;$;La Matanza;Bs.As. G.B.A. Oeste;80000;2018;citroen;Citroën Berlingo 1.6 Xtr Hdi 92cv;28/2/2022;Berlingo
1650000;$;Capital Federal;Capital Federal;80000;2014;citroen;Citroën C4 1.6 X Pack Look;28/2/2022;C4
1700000;$;Capital Federal;Capital Federal;80000;2014;citroen;Citroën C4 Lounge 2.0 Tendance;28/2/2022;C4
2700000;$;Capital Federal;Capital Federal;80000;2018;citroen;Citroën C4 Lounge 1.6 Vti Live;28/2/2022;C4
1850000;$;Capital Federal;Capital Federal;80000;2015;citroen;Citroën C3 1.6 Exclusive Pack Myway Vti 115cv;28/2/2022;Myway
2350000;$;Avellaneda;Bs.As. G.B.A. Sur;80000;2015;citroen;Citroën Berlingo 1.6 Xtr Hdi 92cv;28/2/2022;Berlingo
1650000;$;La Plata;Bs.As. G.B.A. Sur;80000;2013;citroen;Citroën C3 Picasso 1.6 Exclusive Vti 115cv Pack;28/2/2022;C3
2790000;$;Capital Federal;Capital Federal;80000;2018;citroen;Citroën Berlingo 1.6 Xtr Hdi 92 Am18;28/2/2022;Berlingo
1490000;$;Morón;Bs.As. G.B.A. Oeste;80000;2013;citroen;Citroën C4 1.6 X Pack Look;28/2/2022;C4
1920000;$;Berazategui;Bs.As. G.B.A. Sur;80000;2016;citroen;Citroën C3 1.5 Tendance Pack Secure I 90cv;28/2/2022;C3
2020000;$;Berazategui;Bs.As. G.B.A. Sur;80000;2014;citroen;Citroën C4 Lounge 1.6 Tendance At6 Thp 163cv;28/2/2022;C4
2020000;$;Avellaneda;Bs.As. G.B.A. Sur;80000;2014;citroen;Citroën C4 Lounge 1.6 Tendance At6 Thp 163cv;28/2/2022;C4
3130000;$;Morón;Bs.As. G.B.A. Oeste;80000;2019;citroen;Citroën Berlingo 1.6 Xtr Hdi 92 Am18;28/2/2022;Berlingo
2100000;$;Moreno;Bs.As. G.B.A. Oeste;80000;2014;citroen;Citroën Berlingo 1.6 Xtr Hdi 92cv;28/2/2022;Berlingo
1680000;$;General San Martín;Bs.As. G.B.A. Norte;80000;2014;citroen;Citroën Berlingo 1.6 Bussines Hdi 92cv Am54;28/2/2022;Berlingo
3750000;$;Capital Federal;Capital Federal;80000;2018;citroen;Citroën C4 Picasso 1.6 Hdi 115 Feel Pack Manual;28/2/2022;C4 Picasso
3130000;$;Morón;Bs.As. G.B.A. Oeste;80000;2019;citroen;Citroën Berlingo Xtr;28/2/2022;Berlingo
3150000;$;Morón;Bs.As. G.B.A. Oeste;80000;2019;citroen;Citroën Berlingo Xtn;28/2/2022;Berlingo
2150000;$;San Isidro;Bs.As. G.B.A. Norte;80000;2015;volkswagen;Volkswagen Suran 1.6 Highline Msi 110cv;1/3/2022;Suran
2287999;$;Tigre;Bs.As. G.B.A. Norte;80000;2017;volkswagen;Volkswagen Suran 1.6 Trendline;1/3/2022;Suran
2288000;$;Tigre;Bs.As. G.B.A. Norte;80000;2017;volkswagen;Volkswagen Suran 1.6 Trendline;1/3/2022;Suran
1460900;$;Capital Federal;Capital Federal;80000;2012;volkswagen;Volkswagen Gol Trend 1.6 Pack I 101cv;1/3/2022;Gol Trend
1880000;$;Capital Federal;Capital Federal;80000;2016;volkswagen;Volkswagen Gol Trend 1.6 Highline 101cv;1/3/2022;Gol Trend
1500000;$;Berazategui;Bs.As. G.B.A. Sur;80000;2014;volkswagen;Volkswagen Gol Trend 1.6 Pack I Abcp Abs 101cv;1/3/2022;Gol Trend
1750000;$;Moreno;Bs.As. G.B.A. Oeste;80000;2015;volkswagen;Volkswagen Up! 1.0 High Up! 75cv 5 P;1/3/2022;Up
1849900;$;Capital Federal;Capital Federal;80000;2014;volkswagen;Volkswagen Suran 1.6 Imotion Highline;1/3/2022;Suran
1850000;$;Capital Federal;Capital Federal;80000;2015;volkswagen;Volkswagen Up! 1.0 High Up! 75cv 5 P;1/3/2022;Up
6500000;$;General Rodríguez;Bs.As. G.B.A. Oeste;80000;2019;volkswagen;Volkswagen Amarok 2.0 Cd Tdi 180cv 4x2 Highline Pack At;1/3/2022;Amarok
1850000;$;Zárate;Buenos Aires Interior;80000;2017;volkswagen;Volkswagen Gol Comforline 1.6;1/3/2022;Gol
2150000;$;Moreno;Bs.As. G.B.A. Oeste;80000;2015;volkswagen;Volkswagen Suran 1.6 Highline 101cv Cuero;1/3/2022;Suran
1950000;$;Capital Federal;Capital Federal;80000;2015;volkswagen;Volkswagen Suran 1.6 Highline 101cv;1/3/2022;Suran
3200000;$;La Matanza;Bs.As. G.B.A. Oeste;80000;2018;volkswagen;Volkswagen Polo 1.6 Msi Highline At;1/3/2022;Polo
4500000;$;San Isidro;Bs.As. G.B.A. Norte;80000;2018;volkswagen;Volkswagen Amarok 2.0 Cd Tdi 140cv Trendline Llantas16;1/3/2022;Amarok
4249000;$;Capital Federal;Capital Federal;80000;2017;ford;Ford Ranger 3.2 Cd Xls Tdci 200cv Manual 4x2;1/3/2022;Ranger
2600000;$;General San Martín;Bs.As. G.B.A. Norte;80000;2016;ford;Ford Ecosport 1.6 Freestyle 110cv 4x2;1/3/2022;Ecosport
2200000;$;Vicente López;Bs.As. G.B.A. Norte;80000;2014;ford;Ford Ecosport 1.5 Se Tdci 90cv 4x2;1/3/2022;Ecosport
2450000;$;Lanús;Bs.As. G.B.A. Sur;80000;2015;ford;Ford Ecosport 1.6 Se 110cv 4x2;1/3/2022;Ecosport
1570000;$;Hurlingham;Bs.As. G.B.A. Oeste;80000;2013;ford;Ford Focus Ii 1.6 Trend Sigma;1/3/2022;Focus II
2310000;$;Tres de febrero;Bs.As. G.B.A. Oeste;80000;2015;ford;Ford Focus Iii 1.6 S;1/3/2022;Focus III
3100000;$;Capital Federal;Capital Federal;80000;2017;ford;Ford Focus Iii 2.0 Titanium Mt;1/3/2022;Focus III
3150000;$;Capital Federal;Capital Federal;80000;2014;ford;Ford Ranger 2.5 Cs 4x2 Xl Ivct 166cv;1/3/2022;Ranger
2190000;$;Morón;Bs.As. G.B.A. Oeste;80000;2015;ford;Ford Ecosport 1.6 Se 110cv 4x2;1/3/2022;Ecosport
2700000;$;La Matanza;Bs.As. G.B.A. Oeste;80000;2017;ford;Ford Ecosport 1.5 Se Tdci 90cv 4x2;1/3/2022;Ecosport
2300000;$;Vicente López;Bs.As. G.B.A. Norte;80000;2015;ford;Ford Ecosport 1.6 Titanium 110cv 4x2;1/3/2022;Ecosport
2200000;$;General San Martín;Bs.As. G.B.A. Norte;80000;2015;ford;Ford Ecosport 1.6 Se 110cv 4x2;1/3/2022;Ecosport
2100000;$;Capital Federal;Capital Federal;80000;2015;ford;Ford Ecosport 1.6 Se 110cv 4x2;1/3/2022;Ecosport
3600010;$;San Miguel;Bs.As. G.B.A. Norte;80000;2018;ford;Ford Focus Iii 2.0 Titanium At6;1/3/2022;Focus III
3600005;$;San Miguel;Bs.As. G.B.A. Norte;80000;2018;ford;Ford Focus Iii 2.0 Titanium At6;1/3/2022;Focus III
3600000;$;San Miguel;Bs.As. G.B.A. Norte;80000;2018;ford;Ford Focus Iii 2.0 Titanium At6;1/3/2022;Focus III
2300000;$;Tres de febrero;Bs.As. G.B.A. Oeste;80000;2015;ford;Ford Focus Iii 1.6 S;1/3/2022;Focus III
2549900;$;Florencio Varela;Bs.As. G.B.A. Sur;80000;2016;renault;Renault Duster 1.6 Ph2 4x2 Privilege 110cv;1/3/2022;Duster
1590000;$;San Isidro;Bs.As. G.B.A. Norte;80000;2016;renault;Renault Kangoo 1.6 Furgon Ph3 Confort 1plc;1/3/2022;Kangoo
2290900;$;Capital Federal;Capital Federal;80000;2016;renault;Renault Mégane Iii 1.6 Ph2 Luxe Pack 111cv;1/3/2022;Mégane Iii
2450000;$;Capital Federal;Capital Federal;80000;2016;renault;Renault Sandero 2.0 Rs 145cv;1/3/2022;Sandero
2100000;$;Avellaneda;Bs.As. G.B.A. Sur;80000;2017;renault;Renault Kangoo 1.6 Furgon Ph3 Confort 5as Lc;1/3/2022;Kangoo
1990000;$;Campana;Buenos Aires Interior;80000;2015;renault;Renault Mégane Iii 1.6 Ph2 Luxe Pack 111cv;1/3/2022;Mégane Iii
1449000;$;Capital Federal;Capital Federal;80000;2016;renault;Renault Logan 1.6 Authentique Plus 85cv;1/3/2022;Logan
1345000;$;Pilar;Bs.As. G.B.A. Norte;80000;2015;renault;Renault Clio Dynamique;1/3/2022;Clio
900000;$;Pilar;Buenos Aires Interior;80000;2015;renault;Renault Clio Mio Dynamique;1/3/2022;Clio
1250000;$;Morón;Bs.As. G.B.A. Oeste;80000;2016;renault;Renault Clio 1.2 Mio Confort Pack;1/3/2022;Clio
2750000;$;Capital Federal;Capital Federal;80000;2016;renault;Renault Duster 2.0 Ph2 4x4 Privilege 143cv;1/3/2022;Duster
1630000;$;Capital Federal;Capital Federal;80000;2014;renault;Renault Sandero Stepway 1.6 Confort 105cv;1/3/2022;Sandero Stepway
1770000;$;Morón;Bs.As. G.B.A. Oeste;80000;2015;renault;Renault Clio 1.2 Mio Confort Abs Abcp;1/3/2022;Clio
1950000;$;La Matanza;Bs.As. G.B.A. Oeste;80000;2016;renault;Renault Kangoo 1.6 Furgon Ph3 Confort 5as Lc;1/3/2022;Kangoo
2299999;$;Capital Federal;Capital Federal;80000;2015;peugeot;Peugeot 208 1.5 Allure;1/3/2022;208
1930000;$;Quilmes;Bs.As. G.B.A. Sur;80000;2014;peugeot;Peugeot 208 1.6 Feline Pack Cuir;1/3/2022;208
2350000;$;Capital Federal;Capital Federal;80000;2016;peugeot;Peugeot 2008 1.6 Allure;1/3/2022;2008
2530000;$;Capital Federal;Capital Federal;80000;2016;peugeot;Peugeot 308 1.6 Allure;1/3/2022;308
2000000;$;Almirante Brown;Bs.As. G.B.A. Sur;80000;2013;peugeot;Peugeot 3008 1.6 Allure Thp 163cv Tiptronic;1/3/2022;3008
2200000;$;Moreno;Bs.As. G.B.A. Oeste;80000;2016;peugeot;Peugeot 208 1.6 Allure Touchscreen;1/3/2022;208
2580000;$;Avellaneda;Bs.As. G.B.A. Sur;80000;2017;peugeot;Peugeot 2008 1.6 Allure;1/3/2022;2008
2470000;$;Capital Federal;Capital Federal;80000;2016;peugeot;Peugeot 2008 1.6 Thp Sport;1/3/2022;2008
1950000;$;Capital Federal;Capital Federal;80000;2015;peugeot;Peugeot 308 1.6 Active;1/3/2022;308
1890000;$;General San Martín;Bs.As. G.B.A. Norte;80000;2014;peugeot;Peugeot 308 1.6 Active;1/3/2022;308
1930000;$;Vicente López;Bs.As. G.B.A. Norte;80000;2018;peugeot;Peugeot Partner 1.6 Hdi Furgon Confort 92;1/3/2022;Partner
2180000;$;Morón;Bs.As. G.B.A. Oeste;80000;2016;chevrolet;Chevrolet Spin 1.8 Lt 5as 105cv;1/3/2022;Spin
990000;$;Avellaneda;Bs.As. G.B.A. Sur;80000;2011;chevrolet;Chevrolet Classic 1.4 Lt Pack;1/3/2022;Classic
3200000;$;San Miguel;Bs.As. G.B.A. Norte;80000;2017;chevrolet;Chevrolet Tracker 1.8 Ltz;1/3/2022;Tracker
3000000;$;Capital Federal;Capital Federal;80000;2017;chevrolet;Chevrolet Cruze 1.4 Turbo 5 P;1/3/2022;Cruze
3600000;$;Capital Federal;Capital Federal;80000;2018;chevrolet;Chevrolet Cruze Ii 1.4 Sedan Ltz;1/3/2022;Cruze II
1750000;$;Morón;Bs.As. G.B.A. Oeste;80000;2015;chevrolet;Chevrolet Prisma 1.4 Lt 98cv;1/3/2022;Prisma
5800000;$;San Andrés de Giles;Buenos Aires Interior;80000;2018;chevrolet;Chevrolet S10 2.8 High Country Cd Tdci 200cv Manual 4x2;1/3/2022;S10
2790000;$;La Plata;Bs.As. G.B.A. Sur;80000;2014;chevrolet;Chevrolet Tracker 1.8 Ltz Awd At 140cv;1/3/2022;Tracker
3200000;$;Lomas de Zamora;Bs.As. G.B.A. Sur;80000;2016;chevrolet;Chevrolet Cruze Ii 1.4 Sedan Ltz Plus At;1/3/2022;Cruze II
1780000;$;Capital Federal;Capital Federal;80000;2014;chevrolet;Chevrolet Prisma 1.4 Ltz 98cv;1/3/2022;Prisma
6850000;$;La Matanza;Bs.As. G.B.A. Oeste;80000;2017;chevrolet;Chevrolet S10 2.8 High Country Cd Tdci 200cv;1/3/2022;S10
2800000;$;Quilmes;Bs.As. G.B.A. Sur;80000;2016;chevrolet;Chevrolet Tracker 1.8 Ltz Fwd Mt 140cv;1/3/2022;Tracker
2200000;$;Lomas de Zamora;Bs.As. G.B.A. Sur;80000;2016;chevrolet;Chevrolet Onix 1.4 Lt 98cv;1/3/2022;Onix
5900000;$;Tigre;Bs.As. G.B.A. Norte;80000;2018;toyota;Toyota Hilux 2.8 Cd Srv 177cv 4x2 At;1/3/2022;Hilux
1890000;$;Morón;Bs.As. G.B.A. Oeste;80000;2016;toyota;Toyota Etios 1.5 Xs;1/3/2022;Etios
2450000;$;Capital Federal;Capital Federal;80000;2018;toyota;Toyota Etios 1.5 Sedan Xls L18;1/3/2022;Etios
2785000;$;Capital Federal;Capital Federal;80000;2015;toyota;Toyota Corolla 1.8 Xei Cvt Pack 140cv;1/3/2022;Corolla
4495000;$;Tres de febrero;Bs.As. G.B.A. Oeste;80000;2018;toyota;Toyota Hilux 2.4 Cd 150cv 4x2;1/3/2022;Hilux
1750000;$;Tres de febrero;Bs.As. G.B.A. Oeste;80000;2014;toyota;Toyota Etios 1.5 Xls;1/3/2022;Etios
1800000;$;General San Martín;Bs.As. G.B.A. Norte;80000;2014;toyota;Toyota Etios 1.5 Sedan Xls;1/3/2022;Etios
2580000;$;Tigre;Bs.As. G.B.A. Norte;80000;2017;toyota;Toyota Etios 1.5 Xls;1/3/2022;Etios
1000000;$;La Matanza;Bs.As. G.B.A. Oeste;80000;2014;toyota;Toyota Etios 1.5 Sedan X;1/3/2022;Etios
3490000;$;Capital Federal;Capital Federal;80000;2017;fiat;Fiat Toro 2.0 Freedom 4x2;1/3/2022;Toro
1350000;$;Florencio Varela;Bs.As. G.B.A. Sur;80000;2015;fiat;Fiat Palio 1.4 Fire Pack Seg. Top;1/3/2022;Palio
850000;$;Malvinas Argentinas;Bs.As. G.B.A. Norte;80000;2010;fiat;Fiat Uno Base;1/3/2022;Uno
1700000;$;La Matanza;Bs.As. G.B.A. Oeste;80000;2018;fiat;Fiat Mobi 1.0 Easy Pack Top;1/3/2022;Mobi
4750000;$;La Plata;Bs.As. G.B.A. Sur;80000;2017;fiat;Fiat Toro 2.0 Volcano 4x4 At;1/3/2022;Toro
2088000;$;Vicente López;Bs.As. G.B.A. Norte;80000;2018;fiat;Fiat Cronos 1.3 Gse Drive;1/3/2022;Cronos
4150000;$;Hurlingham;Bs.As. G.B.A. Oeste;80000;2017;fiat;Fiat Toro 2.0 Volcano 4x4 At;1/3/2022;Toro
1900000;$;Capital Federal;Capital Federal;80000;2017;fiat;Fiat Mobi 1.0 Easy;1/3/2022;Mobi
1690000;$;Lomas de Zamora;Bs.As. G.B.A. Sur;80000;2017;fiat;Fiat Mobi 1.0 Easy Pack Top;1/3/2022;Mobi
4850000;$;Avellaneda;Bs.As. G.B.A. Sur;80000;2018;fiat;Fiat Toro 2.0 Volcano 4x4 At;1/3/2022;Toro
1680000;$;Capital Federal;Capital Federal;80000;2017;fiat;Fiat Palio 1.4 Nuevo Attractive 85cv;1/3/2022;Palio
1950000;$;Lanús;Bs.As. G.B.A. Sur;80000;2012;fiat;Fiat 500 1.4 Sport 105cv;1/3/2022;500
1180000;$;Capital Federal;Capital Federal;80000;2014;fiat;Fiat Palio 1.4 Fire;1/3/2022;Palio
2390000;$;Vicente López;Bs.As. G.B.A. Norte;80000;2018;fiat;Fiat Argo 1.8 Precision;1/3/2022;Argo
3580000;$;Berazategui;Bs.As. G.B.A. Sur;80000;2017;fiat;Fiat Toro 2.0 Freedom 4x2;1/3/2022;Toro
1850000;$;La Plata;Bs.As. G.B.A. Sur;80000;2012;fiat;Fiat 500 1.4 Sport 105cv;1/3/2022;500
2000000;$;Capital Federal;Capital Federal;80000;2018;fiat;Fiat Mobi 1.0 Easy;1/3/2022;Mobi
1190000;$;Ezeiza;Bs.As. G.B.A. Sur;80000;2016;fiat;Fiat Palio 1.4 Fire Pack Confort;1/3/2022;Palio
1700000;$;Capital Federal;Capital Federal;80000;2016;fiat;Fiat Palio 1.4 5 P Elx Active;1/3/2022;Palio
3500000;$;Capital Federal;Capital Federal;80000;2017;fiat;Fiat Toro 2.0 Volcano 4x4 At;1/3/2022;Toro
1450000;$;Capital Federal;Capital Federal;80000;2013;fiat;Fiat Siena 1.4 Fire Da;1/3/2022;Siena
2350000;$;Quilmes;Bs.As. G.B.A. Sur;80000;2012;fiat;Fiat 500 1.4 Sport 105cv;1/3/2022;500
1590000;$;Capital Federal;Capital Federal;80000;2013;fiat;Fiat Palio 1.4 Attractive 85cv;1/3/2022;Palio
3799900;$;Pilar;Bs.As. G.B.A. Norte;80000;2013;audi;Audi A3 1.4 T Fsi Stronic Technolo;1/3/2022;A3
3799900;$;Pilar;Bs.As. G.B.A. Norte;80000;2013;audi;Audi A3 Sportback 1.4 Tfsi Stronic 122cv;1/3/2022;A3
3800000;$;Capital Federal;Capital Federal;80000;2015;audi;Audi A3 1.4 Sedan Tfsi Stronic 122cv;1/3/2022;A3
3150000;$;Capital Federal;Capital Federal;80000;2019;citroen;Citroën Berlingo 1.6 Xtr Hdi 92 Am18;1/3/2022;Berlingo
2150000;$;Capital Federal;Capital Federal;80000;2017;citroen;Citroën C-elysée 1.6 Feel Hdi 92;1/3/2022;C-Elysée
2750000;$;La Matanza;Bs.As. G.B.A. Oeste;80000;2018;citroen;Citroën Berlingo 1.6 Xtr Hdi 92cv;1/3/2022;Berlingo
1650000;$;Capital Federal;Capital Federal;80000;2014;citroen;Citroën C4 1.6 X Pack Look;1/3/2022;C4
1700000;$;Capital Federal;Capital Federal;80000;2014;citroen;Citroën C4 Lounge 2.0 Tendance;1/3/2022;C4
2700000;$;Capital Federal;Capital Federal;80000;2018;citroen;Citroën C4 Lounge 1.6 Vti Live;1/3/2022;C4
1850000;$;Capital Federal;Capital Federal;80000;2015;citroen;Citroën C3 1.6 Exclusive Pack Myway Vti 115cv;1/3/2022;Myway
2350000;$;Avellaneda;Bs.As. G.B.A. Sur;80000;2015;citroen;Citroën Berlingo 1.6 Xtr Hdi 92cv;1/3/2022;Berlingo
1650000;$;La Plata;Bs.As. G.B.A. Sur;80000;2013;citroen;Citroën C3 Picasso 1.6 Exclusive Vti 115cv Pack;1/3/2022;C3
2790000;$;Capital Federal;Capital Federal;80000;2018;citroen;Citroën Berlingo 1.6 Xtr Hdi 92 Am18;1/3/2022;Berlingo
1490000;$;Morón;Bs.As. G.B.A. Oeste;80000;2013;citroen;Citroën C4 1.6 X Pack Look;1/3/2022;C4
1920000;$;Berazategui;Bs.As. G.B.A. Sur;80000;2016;citroen;Citroën C3 1.5 Tendance Pack Secure I 90cv;1/3/2022;C3
2020000;$;Berazategui;Bs.As. G.B.A. Sur;80000;2014;citroen;Citroën C4 Lounge 1.6 Tendance At6 Thp 163cv;1/3/2022;C4
2020000;$;Avellaneda;Bs.As. G.B.A. Sur;80000;2014;citroen;Citroën C4 Lounge 1.6 Tendance At6 Thp 163cv;1/3/2022;C4
3130000;$;Morón;Bs.As. G.B.A. Oeste;80000;2019;citroen;Citroën Berlingo 1.6 Xtr Hdi 92 Am18;1/3/2022;Berlingo
2100000;$;Moreno;Bs.As. G.B.A. Oeste;80000;2014;citroen;Citroën Berlingo 1.6 Xtr Hdi 92cv;1/3/2022;Berlingo
1680000;$;General San Martín;Bs.As. G.B.A. Norte;80000;2014;citroen;Citroën Berlingo 1.6 Bussines Hdi 92cv Am54;1/3/2022;Berlingo
3750000;$;Capital Federal;Capital Federal;80000;2018;citroen;Citroën C4 Picasso 1.6 Hdi 115 Feel Pack Manual;1/3/2022;C4 Picasso
3130000;$;Morón;Bs.As. G.B.A. Oeste;80000;2019;citroen;Citroën Berlingo Xtr;1/3/2022;Berlingo
3150000;$;Morón;Bs.As. G.B.A. Oeste;80000;2019;citroen;Citroën Berlingo Xtn;1/3/2022;Berlingo
2110000;$;Capital Federal;Capital Federal;80002;2017;ford;Ford Ka 1.5 Se 5 P;26/2/2022;Ka
2110000;$;Capital Federal;Capital Federal;80002;2017;ford;Ford Ka 1.5 Se 5 P;28/2/2022;Ka
2110000;$;Capital Federal;Capital Federal;80002;2017;ford;Ford Ka 1.5 Se 5 P;1/3/2022;Ka
2560000;$;Capital Federal;Capital Federal;80025;2015;ford;Ford Focus Iii 2.0 Se Plus Mt L/14;26/2/2022;Focus III
2560000;$;Capital Federal;Capital Federal;80025;2015;ford;Ford Focus Iii 2.0 Se Plus Mt L/14;28/2/2022;Focus III
2560000;$;Capital Federal;Capital Federal;80025;2015;ford;Ford Focus Iii 2.0 Se Plus Mt L/14;1/3/2022;Focus III
2350000;$;Capital Federal;Capital Federal;80191;2013;ford;Ford Ecosport 2.0 Titanium 143cv 4x2;26/2/2022;Ecosport
2350000;$;Capital Federal;Capital Federal;80191;2013;ford;Ford Ecosport 2.0 Titanium 143cv 4x2;28/2/2022;Ecosport
2350000;$;Capital Federal;Capital Federal;80191;2013;ford;Ford Ecosport 2.0 Titanium 143cv 4x2;1/3/2022;Ecosport
1900000;$;Capital Federal;Capital Federal;80196;2017;fiat;Fiat Mobi 1.0 Easy Pack Top;26/2/2022;Mobi
1900000;$;Capital Federal;Capital Federal;80196;2017;fiat;Fiat Mobi 1.0 Easy Pack Top;28/2/2022;Mobi
1900000;$;Capital Federal;Capital Federal;80196;2017;fiat;Fiat Mobi 1.0 Easy Pack Top;1/3/2022;Mobi
2700000;$;La Plata;Bs.As. G.B.A. Sur;80218;2017;peugeot;Peugeot 308 1.6 Allure Hdi 115cv;26/2/2022;308
2700000;$;La Plata;Bs.As. G.B.A. Sur;80218;2017;peugeot;Peugeot 308 1.6 Allure Hdi 115cv;28/2/2022;308
2700000;$;La Plata;Bs.As. G.B.A. Sur;80218;2017;peugeot;Peugeot 308 1.6 Allure Hdi 115cv;1/3/2022;308
1780800;$;Vicente López;Bs.As. G.B.A. Norte;80275;2015;chevrolet;Chevrolet Onix 1.4 Ltz Mt 98cv;28/2/2022;Onix
1780000;$;Vicente López;Bs.As. G.B.A. Norte;80275;2015;chevrolet;Chevrolet Onix 1.4 Ltz Mt 98cv;28/2/2022;Onix
1780800;$;Vicente López;Bs.As. G.B.A. Norte;80275;2015;chevrolet;Chevrolet Onix 1.4 Ltz Mt 98cv;1/3/2022;Onix
1780000;$;Vicente López;Bs.As. G.B.A. Norte;80275;2015;chevrolet;Chevrolet Onix 1.4 Ltz Mt 98cv;1/3/2022;Onix
1940000;$;Malvinas Argentinas;Bs.As. G.B.A. Norte;80355;2014;citroen;Citroën C3 Picasso 1.6 Exclusive 115cv;26/2/2022;C3
1940000;$;Malvinas Argentinas;Bs.As. G.B.A. Norte;80355;2014;citroen;Citroën C3 Picasso 1.6 Exclusive 115cv;28/2/2022;C3
